"group","longitude","latitude"
43,2.37002,39.57207
43,2.371289,39.613086
43,2.784961,39.854834
43,3.158691,39.970508
43,3.197559,39.961084
43,3.164453,39.924219
43,3.198633,39.889844
43,3.145313,39.790088
43,3.241113,39.756689
44,4.275293,39.830273
44,3.867188,39.95874
44,3.853418,40.063037
44,4.05918,40.075098
44,4.225781,40.032373
44,4.32207,39.89751
44,4.275293,39.830273
45,1.408984,38.857275
45,1.22334,38.903857
45,1.302539,39.031152
45,1.348633,39.080811
45,1.564453,39.121045
45,1.613184,39.087402
45,1.623633,39.038818
45,1.408984,38.857275
46,-1.794043,43.407324
46,-1.712842,43.307031
46,-1.410693,43.240088
46,-1.480469,43.071143
46,-1.42876,43.036768
46,-1.370508,43.037598
46,-1.300049,43.100977
46,-1.285449,43.059619
46,-1.175439,43.021143
46,-0.762646,42.939795
46,-0.586426,42.798975
46,-0.299316,42.825342
46,-0.041162,42.689111
46,0.201367,42.719336
46,0.631641,42.6896
46,0.696875,42.845117
46,1.349414,42.690674
46,1.42832,42.595898
46,1.448828,42.437451
46,1.706055,42.50332
46,1.92793,42.426318
46,1.986523,42.358496
46,2.200391,42.420947
46,2.65166,42.340479
46,2.701855,42.408496
46,2.891406,42.456055
46,3.211426,42.431152
46,3.306738,42.288965
46,3.166406,42.256494
46,3.150391,42.162451
46,3.238086,42.082227
46,3.248047,41.944238
46,3.004883,41.767432
46,2.310938,41.466504
46,2.082617,41.287402
46,1.03291,41.062061
46,0.714648,40.822852
46,0.891113,40.722363
46,0.720605,40.630469
46,0.596094,40.614502
46,0.363672,40.319043
46,-0.075146,39.875928
46,-0.327002,39.519873
46,-0.328955,39.41709
46,-0.204932,39.062598
46,-0.034131,38.891211
46,0.154883,38.824658
46,0.201563,38.75918
46,-0.052734,38.585693
46,-0.38125,38.435645
46,-0.520801,38.317285
46,-0.550684,38.203125
46,-0.646777,38.151855
46,-0.683203,37.992041
46,-0.814648,37.769922
46,-0.823096,37.711621
46,-0.721582,37.631055
46,-0.822168,37.580762
46,-1.327539,37.561133
46,-1.640967,37.386963
46,-1.797607,37.232861
46,-1.939307,36.94585
46,-2.111523,36.77666
46,-2.187695,36.745459
46,-2.305566,36.819824
46,-2.452832,36.831152
46,-2.787549,36.714746
46,-3.14917,36.758496
46,-3.43125,36.70791
46,-3.827783,36.756055
46,-4.366846,36.718115
46,-4.674121,36.506445
46,-4.935303,36.502051
46,-5.171484,36.423779
46,-5.329687,36.235742
46,-5.360937,36.134912
46,-5.443604,36.150586
46,-5.4625,36.073779
46,-5.625488,36.025928
46,-6.040674,36.188428
46,-6.22627,36.426465
46,-6.268945,36.596729
46,-6.384131,36.637012
46,-6.412256,36.728857
46,-6.32832,36.848145
46,-6.216797,36.913574
46,-6.320947,36.908496
46,-6.396191,36.831641
46,-6.492432,36.954639
46,-6.884619,37.194238
46,-6.86377,37.278906
46,-6.974658,37.198437
46,-7.406152,37.179443
46,-7.503516,37.585498
46,-7.443945,37.728271
46,-7.185449,38.006348
46,-7.022852,38.044727
46,-6.957568,38.187891
46,-7.106396,38.181006
46,-7.343018,38.457422
46,-7.281543,38.714551
46,-7.046045,38.907031
46,-6.997949,39.056445
46,-7.042969,39.10708
46,-7.172412,39.135205
46,-7.305762,39.338135
46,-7.335449,39.465137
46,-7.445117,39.536182
46,-7.535693,39.661572
46,-7.117676,39.681689
46,-7.036719,39.713965
46,-6.975391,39.798389
46,-6.896094,40.021826
46,-7.032617,40.16792
46,-6.810156,40.343115
46,-6.852051,40.443262
46,-6.835889,40.77749
46,-6.928467,41.009131
46,-6.690137,41.214502
46,-6.2125,41.532031
46,-6.308057,41.642187
46,-6.542187,41.67251
46,-6.55752,41.874121
46,-6.618262,41.942383
46,-7.147119,41.981152
46,-7.209619,41.895264
46,-7.403613,41.833691
46,-7.693066,41.888477
46,-7.92085,41.883643
46,-8.15249,41.811963
46,-8.224756,41.89585
46,-8.12998,42.018164
46,-8.213086,42.133691
46,-8.266064,42.137402
46,-8.589648,42.052734
46,-8.852344,41.926904
46,-8.887207,42.105273
46,-8.690918,42.27417
46,-8.81582,42.285254
46,-8.730029,42.411719
46,-8.812109,42.470068
46,-8.811523,42.640332
46,-9.033105,42.593848
46,-9.035059,42.662354
46,-8.927197,42.798584
46,-9.041602,42.814014
46,-9.235205,42.976904
46,-9.178076,43.174023
46,-8.873682,43.334424
46,-8.665625,43.316602
46,-8.355469,43.396826
46,-8.248926,43.439404
46,-8.288867,43.5396
46,-8.256738,43.579883
46,-8.004687,43.694385
46,-7.698145,43.764551
46,-7.503613,43.739941
46,-7.261963,43.594629
46,-7.060986,43.553955
46,-6.080127,43.594922
46,-5.84668,43.645068
46,-5.66582,43.582471
46,-4.523047,43.415723
46,-3.604639,43.519482
46,-3.045605,43.371582
46,-2.875049,43.454443
46,-2.337109,43.328027
46,-1.991309,43.345068
46,-1.794043,43.407324
47,22.538672,49.072705
47,22.389453,48.873486
47,22.295215,48.68584
47,22.142871,48.568506
47,22.111328,48.393359
47,21.721484,48.346582
47,21.451367,48.552246
47,21.067285,48.505908
47,20.866602,48.545654
47,20.490039,48.526904
47,20.333789,48.295557
47,19.950391,48.146631
47,19.898633,48.131348
47,19.625391,48.223096
47,19.564258,48.212842
47,19.466992,48.110693
47,18.91416,48.05083
47,18.791895,48.000293
47,18.750098,47.939453
47,18.778027,47.852881
47,18.724219,47.787158
47,17.761914,47.770166
47,17.635254,47.809912
47,17.317285,47.990918
47,17.085938,48.039551
47,16.86543,48.386914
47,16.985254,48.676904
47,17.135645,48.841064
47,17.482617,48.827783
47,17.758496,48.888135
47,18.085938,49.065137
47,18.160938,49.257373
47,18.364844,49.33623
47,18.596484,49.491455
47,18.938184,49.498291
47,18.968359,49.39624
47,19.149414,49.4
47,19.250195,49.511426
47,19.441602,49.597705
47,19.630273,49.406641
47,19.773926,49.372168
47,19.756641,49.204395
47,19.802246,49.192334
47,19.916113,49.221387
47,20.057617,49.181299
47,20.163672,49.316406
47,20.362988,49.385254
47,20.616113,49.391699
47,20.868457,49.314697
47,21.001172,49.339844
47,21.079395,49.418262
47,21.639648,49.411963
47,21.890137,49.343457
47,22.020117,49.209521
47,22.538672,49.072705
48,16.516211,46.499902
48,16.258398,46.50791
48,16.227441,46.372852
48,16.066504,46.371338
48,15.933301,46.277637
48,15.635938,46.200732
48,15.592578,46.13999
48,15.666211,46.048486
48,15.652148,45.862158
48,15.277051,45.732617
48,15.353711,45.659912
48,15.283594,45.579687
48,15.339453,45.467041
48,15.24209,45.441406
48,14.95459,45.499902
48,14.793066,45.478223
48,14.568848,45.657227
48,14.369922,45.481445
48,13.992773,45.509424
48,13.878711,45.428369
48,13.615234,45.476758
48,13.57793,45.516895
48,13.874707,45.614844
48,13.72168,45.761279
48,13.583398,45.812354
48,13.600586,45.979785
48,13.487695,45.987109
48,13.486426,46.039551
48,13.63252,46.177051
48,13.420996,46.212305
48,13.378223,46.261621
48,13.399512,46.317529
48,13.679688,46.462891
48,13.7,46.520264
48,14.549805,46.399707
48,14.893262,46.605908
48,15.439258,46.629639
48,15.766895,46.711279
48,15.957617,46.677637
48,15.976855,46.801367
48,16.093066,46.863281
48,16.283594,46.857275
48,16.38125,46.638672
48,16.516211,46.499902
49,21.523145,44.790088
49,21.636133,44.710449
49,22.026953,44.619873
49,22.093066,44.541943
49,22.200977,44.560693
49,22.350684,44.676123
49,22.497656,44.70625
49,22.734375,44.569922
49,22.554004,44.540332
49,22.502344,44.4896
49,22.530664,44.377979
49,22.647949,44.316455
49,22.705078,44.237793
49,22.626563,44.194092
49,22.597461,44.075293
49,22.420801,44.007422
49,22.369629,43.781299
49,22.55459,43.454492
49,22.767578,43.35415
49,22.976855,43.187988
49,22.942285,43.09707
49,22.706152,42.883936
49,22.466797,42.84248
49,22.43623,42.629102
49,22.532422,42.481201
49,22.42207,42.328857
49,22.344043,42.313965
49,22.239746,42.358154
49,21.5625,42.24751
49,21.518945,42.328418
49,21.609863,42.387451
49,21.75293,42.669824
49,21.390625,42.751416
49,21.403027,42.831543
49,21.237109,42.913232
49,21.057031,43.091699
49,20.844434,43.173437
49,20.800586,43.261084
49,20.623145,43.198633
49,20.657617,43.099854
49,20.624023,43.03418
49,20.475098,42.953027
49,20.468848,42.85791
49,20.344336,42.82793
49,20.339941,42.892871
49,20.268457,42.935449
49,19.944043,43.081641
49,19.614453,43.173437
49,19.21875,43.449951
49,19.194336,43.533301
49,19.254492,43.584375
49,19.45127,43.562061
49,19.495117,43.642871
49,19.488184,43.703564
49,19.24502,43.965039
49,19.549512,43.987109
49,19.583789,44.043457
49,19.338867,44.22583
49,19.151855,44.302539
49,19.118457,44.359961
49,19.151367,44.527344
49,19.291895,44.696777
49,19.348633,44.880908
49,19.236816,44.914258
49,19.007129,44.869189
49,18.995508,44.904004
49,19.085254,44.926758
49,19.062891,45.137207
49,19.129688,45.151709
49,19.136914,45.19624
49,19.303027,45.167285
49,19.388086,45.172998
49,19.4,45.2125
49,19.004688,45.399512
49,19.007617,45.46582
49,19.064258,45.51499
49,18.917871,45.60083
49,18.947266,45.655811
49,18.839063,45.835742
49,18.893555,45.865527
49,18.905371,45.931738
49,19.066211,46.009521
49,19.278125,46.002881
49,19.530762,46.155176
49,20.210156,46.126025
49,20.358594,45.975488
49,20.581152,45.869482
49,20.709277,45.735254
49,20.775,45.749805
49,20.794043,45.467871
49,21.023828,45.321533
49,21.490234,45.1479
49,21.420703,45.032959
49,21.35293,45.008984
49,21.532324,44.900684
49,21.35791,44.861816
49,21.360059,44.82666
49,21.523145,44.790088
50,12.426367,43.894092
50,12.396875,43.93457
50,12.503711,43.989746
50,12.485254,43.901416
50,12.426367,43.894092
51,30.98418,54.695898
51,30.791016,54.806006
51,30.829883,54.91499
51,30.977734,55.050488
51,30.958887,55.137598
51,30.814453,55.278711
51,30.900586,55.397412
51,30.882227,55.596387
51,30.72168,55.622119
51,30.45625,55.786816
51,30.233594,55.845215
51,29.937012,55.845264
51,29.482227,55.68457
51,29.353418,55.784375
51,29.396094,55.912207
51,29.283008,55.967871
51,29.031738,56.021777
51,28.794727,55.942578
51,28.563965,56.091992
51,28.284277,56.055908
51,28.147949,56.14292
51,28.202051,56.2604
51,28.169238,56.386865
51,28.103125,56.545703
51,28.00752,56.599854
51,27.89209,56.741064
51,27.881543,56.82417
51,27.806055,56.86709
51,27.639453,56.845654
51,27.717383,57.054639
51,27.830273,57.194482
51,27.828613,57.293311
51,27.538672,57.429785
51,27.511133,57.508154
51,27.351953,57.528125
51,27.4,57.666797
51,27.54209,57.799414
51,27.776953,57.856738
51,27.673438,57.934619
51,27.502441,58.221338
51,27.531348,58.435254
51,27.43418,58.787256
51,27.513086,58.886279
51,27.757617,59.052002
51,27.897656,59.277637
51,28.151074,59.374414
51,28.0125,59.484277
51,28.063965,59.554004
51,28.013965,59.724756
51,28.058008,59.781543
51,28.131152,59.786523
51,28.33457,59.692529
51,28.42373,59.734082
51,28.453906,59.814258
51,28.518164,59.849561
51,28.747656,59.806689
51,28.947266,59.82876
51,29.147266,59.999756
51,30.122559,59.873584
51,30.172656,59.957129
51,29.976758,60.026367
51,29.721191,60.195312
51,29.069141,60.191455
51,28.812695,60.331543
51,28.643164,60.375293
51,28.491602,60.540137
51,28.622461,60.491602
51,28.650586,60.610986
51,28.512793,60.677295
51,28.179297,60.570996
51,27.797656,60.536133
51,28.407422,60.896924
51,29.25166,61.287793
51,30.565625,62.127588
51,31,62.3641339057722
51,30.98418,54.695898
52,20.957813,55.278906
52,20.594824,54.982373
52,20.8875,54.909473
52,21.188867,54.935205
52,21.235742,55.264111
52,21.389258,55.275537
52,21.554688,55.195312
52,22.072363,55.063672
52,22.567285,55.059131
52,22.627441,54.970703
52,22.824707,54.871289
52,22.684473,54.562939
52,22.679883,54.493018
52,22.766211,54.356787
52,19.604395,54.45918
52,19.858887,54.633838
52,19.944141,54.75
52,19.974512,54.921191
52,20.107617,54.956494
52,20.39668,54.95127
52,20.520313,54.994873
52,20.899805,55.28667
52,20.957813,55.278906
53,28.317676,45.347119
53,28.760742,45.234131
53,28.781738,45.309863
53,28.894336,45.289941
53,29.223535,45.40293
53,29.403711,45.419678
53,29.567676,45.370801
53,29.705859,45.259912
53,29.635352,44.979639
53,29.55752,44.843408
53,29.048242,44.757568
53,29.081055,44.798828
53,29.047754,44.925684
53,29.095313,44.975049
53,28.980664,44.99292
53,28.891504,44.918652
53,28.926172,44.81001
53,28.849023,44.716309
53,28.807031,44.565039
53,28.888184,44.574756
53,28.64541,44.295654
53,28.658594,43.983838
53,28.585352,43.742236
53,28.221973,43.772852
53,28.05,43.822412
53,27.884277,43.987354
53,27.738574,43.956299
53,27.670898,43.997803
53,27.425391,44.020508
53,27.086914,44.167383
53,26.489258,44.083984
53,26.21582,44.007275
53,25.933398,43.870557
53,25.818848,43.766846
53,25.49707,43.670801
53,24.430566,43.794385
53,24.226758,43.763477
53,23.224609,43.873877
53,22.919043,43.834473
53,22.867676,43.864551
53,22.868262,43.9479
53,23.028516,44.077979
53,22.687891,44.248291
53,22.494531,44.435449
53,22.554004,44.540332
53,22.700781,44.555518
53,22.734375,44.569922
53,22.720898,44.605518
53,22.497656,44.70625
53,22.350684,44.676123
53,22.200977,44.560693
53,22.093066,44.541943
53,22.026953,44.619873
53,21.909277,44.666113
53,21.636133,44.710449
53,21.523145,44.790088
53,21.360059,44.82666
53,21.35791,44.861816
53,21.532324,44.900684
53,21.35293,45.008984
53,21.420703,45.032959
53,21.490234,45.1479
53,21.023828,45.321533
53,20.794043,45.467871
53,20.775,45.749805
53,20.709277,45.735254
53,20.581152,45.869482
53,20.358594,45.975488
53,20.241797,46.108594
53,20.508105,46.166943
53,20.613672,46.133496
53,20.707422,46.172803
53,20.760254,46.24624
53,21.039844,46.242236
53,21.12168,46.282422
53,21.191797,46.391553
53,21.264551,46.412305
53,21.252246,46.486377
53,21.320215,46.607812
53,21.49707,46.704297
53,21.494434,46.789746
53,21.652637,46.96377
53,21.661426,47.043896
53,21.785449,47.138135
53,21.869336,47.30459
53,21.995313,47.395703
53,21.999707,47.505029
53,22.290625,47.727832
53,22.608398,47.766309
53,22.87666,47.947266
53,23.054785,48.006543
53,23.139453,48.087402
53,23.408203,47.98999
53,23.669043,47.992334
53,24.177734,47.906055
53,24.578906,47.931055
53,24.893359,47.717773
53,25.073828,47.745703
53,25.169629,47.823096
53,25.464258,47.910791
53,26.162695,47.992529
53,26.276953,48.113232
53,26.305664,48.20376
53,26.71377,48.263477
53,26.980762,48.155029
53,27.152051,47.959277
53,27.336914,47.639746
53,27.614063,47.340527
53,27.853809,47.114502
53,28.071777,46.978418
53,28.239453,46.64082
53,28.244336,46.45127
53,28.119141,46.138672
53,28.099707,45.972607
53,28.159766,45.647119
53,28.074707,45.598975
53,28.317676,45.347119
54,-8.682959,42.008496
54,-8.213086,42.133691
54,-8.12998,42.018164
54,-8.224756,41.89585
54,-8.15249,41.811963
54,-7.92085,41.883643
54,-7.693066,41.888477
54,-7.403613,41.833691
54,-7.209619,41.895264
54,-7.147119,41.981152
54,-6.618262,41.942383
54,-6.55752,41.874121
54,-6.542187,41.67251
54,-6.308057,41.642187
54,-6.2125,41.532031
54,-6.690137,41.214502
54,-6.928467,41.009131
54,-6.835889,40.77749
54,-6.852051,40.443262
54,-6.810156,40.343115
54,-7.032617,40.16792
54,-6.896094,40.021826
54,-6.975391,39.798389
54,-7.036719,39.713965
54,-7.117676,39.681689
54,-7.535693,39.661572
54,-7.445117,39.536182
54,-7.335449,39.465137
54,-7.305762,39.338135
54,-7.172412,39.135205
54,-7.042969,39.10708
54,-6.997949,39.056445
54,-7.046045,38.907031
54,-7.281543,38.714551
54,-7.343018,38.457422
54,-7.106396,38.181006
54,-6.957568,38.187891
54,-7.022852,38.044727
54,-7.185449,38.006348
54,-7.443945,37.728271
54,-7.503516,37.585498
54,-7.406152,37.179443
54,-7.834131,37.005713
54,-8.136768,37.077051
54,-8.597656,37.121338
54,-8.848437,37.075684
54,-8.935352,37.016016
54,-8.997803,37.032275
54,-8.81416,37.430811
54,-8.791846,37.732812
54,-8.878955,37.958691
54,-8.802246,38.183838
54,-8.881104,38.44668
54,-8.668311,38.424316
54,-8.798877,38.518164
54,-9.213281,38.448096
54,-9.203369,38.538965
54,-9.250391,38.656738
54,-9.021484,38.746875
54,-8.977051,38.80293
54,-9.000488,38.903027
54,-8.938086,38.998096
54,-8.791602,39.078174
54,-8.954297,39.016064
54,-9.135791,38.742773
54,-9.356738,38.6979
54,-9.474121,38.730859
54,-9.414355,39.112109
54,-9.352832,39.248145
54,-9.374756,39.338281
54,-9.148291,39.542578
54,-8.837842,40.115674
54,-8.886621,40.179443
54,-8.872656,40.259082
54,-8.772412,40.605664
54,-8.684619,40.752539
54,-8.655566,41.029492
54,-8.805664,41.56001
54,-8.81084,41.651953
54,-8.75542,41.698389
54,-8.846387,41.705176
54,-8.887598,41.7646
54,-8.878223,41.83208
54,-8.682959,42.008496
55,23.658887,51.448975
55,23.664453,51.310059
55,23.863477,51.126221
55,23.985742,50.94043
55,24.095801,50.872754
55,24.105762,50.844971
55,23.978418,50.785596
55,24.094727,50.617041
55,24.089941,50.530469
55,23.972656,50.410059
55,23.711719,50.377344
55,23.036328,49.899072
55,22.706152,49.606201
55,22.649414,49.539014
55,22.732422,49.295166
55,22.705664,49.171191
55,22.84707,49.08125
55,22.809766,49.020752
55,22.020117,49.209521
55,21.890137,49.343457
55,21.639648,49.411963
55,21.079395,49.418262
55,21.001172,49.339844
55,20.868457,49.314697
55,20.616113,49.391699
55,20.362988,49.385254
55,20.163672,49.316406
55,20.057617,49.181299
55,19.916113,49.221387
55,19.756641,49.204395
55,19.773926,49.372168
55,19.630273,49.406641
55,19.441602,49.597705
55,19.250195,49.511426
55,19.149414,49.4
55,18.968359,49.39624
55,18.938184,49.498291
55,18.832227,49.510791
55,18.806934,49.613721
55,18.594629,49.757812
55,18.562402,49.879346
55,18.305273,49.914062
55,18.02832,50.035254
55,17.83125,49.983301
55,17.627051,50.116406
55,17.589355,50.157471
55,17.735449,50.230762
55,17.702246,50.307178
55,17.415234,50.254785
55,17.151953,50.37832
55,16.880078,50.427051
55,16.989648,50.236914
55,16.63916,50.102148
55,16.33418,50.366895
55,16.210352,50.42373
55,16.419727,50.573633
55,16.282227,50.655615
55,16.007227,50.611621
55,15.948535,50.670264
55,15.730566,50.739697
55,15.354395,50.811768
55,15.277051,50.883008
55,15.258594,50.958545
55,14.99375,51.014355
55,14.98291,50.886572
55,14.809375,50.858984
55,14.963867,51.095117
55,15.016602,51.252734
55,14.905957,51.46333
55,14.724707,51.523877
55,14.724902,51.661719
55,14.60166,51.832373
55,14.674902,51.904834
55,14.752539,52.081836
55,14.70459,52.110205
55,14.679883,52.25
55,14.55459,52.359668
55,14.619434,52.528516
55,14.514063,52.645605
55,14.128613,52.878223
55,14.138867,52.932861
55,14.368555,53.105566
55,14.410938,53.199023
55,14.414551,53.283496
55,14.258887,53.729639
55,14.583496,53.639355
55,14.558398,53.823193
55,14.213672,53.870752
55,14.198242,53.919043
55,14.211426,53.950342
55,14.38418,53.924707
55,15.288379,54.139893
55,16.186328,54.290381
55,16.559766,54.553809
55,16.885449,54.596387
55,17.261914,54.729541
55,18.085645,54.83584
55,18.323438,54.838184
55,18.759277,54.68457
55,18.799609,54.63335
55,18.43623,54.744727
55,18.669629,54.430908
55,18.97627,54.348926
55,19.407129,54.386084
55,19.604395,54.45918
55,22.168457,54.359863
55,22.731836,54.350098
55,22.893945,54.390527
55,23.453613,54.143457
55,23.598926,53.599219
55,23.887109,53.027539
55,23.90127,52.703613
55,23.410938,52.516211
55,23.175098,52.286621
55,23.597949,52.103076
55,23.652441,52.040381
55,23.607422,51.879785
55,23.625684,51.809326
55,23.544824,51.710254
55,23.539648,51.618896
55,23.658887,51.448975
56,12.2172358795824,63
56,12.108594,62.919482
56,12.139844,62.721338
56,12.114551,62.591895
56,12.303516,62.285596
56,12.155371,61.720752
56,12.596094,61.541309
56,12.880762,61.352295
56,12.706055,61.059863
56,12.294141,61.002686
56,12.314648,60.892139
56,12.588672,60.450732
56,12.51582,60.305225
56,12.486133,60.106787
56,12.169238,59.912891
56,11.932129,59.863672
56,11.834277,59.697168
56,11.680762,59.592285
56,11.798145,59.289893
56,11.712207,59.018652
56,11.642773,58.926074
56,11.470703,58.909521
56,11.365918,59.104541
56,10.834473,59.183936
56,10.644922,59.389209
56,10.595313,59.764551
56,10.533887,59.695801
56,10.569531,59.587109
56,10.398145,59.519336
56,10.407129,59.455664
56,10.446387,59.443604
56,10.431348,59.279639
56,10.179395,59.009277
56,10.083105,59.028809
56,9.842578,58.958496
56,9.800195,59.027051
56,9.635156,59.117773
56,9.557227,59.112695
56,9.696094,59.009717
56,9.656934,58.971191
56,9.309961,58.856836
56,9.395801,58.805664
56,8.928418,58.569971
56,8.521387,58.300586
56,8.166113,58.145313
56,7.465918,58.020947
56,7.004883,58.024219
56,6.903418,58.070508
56,6.912305,58.142871
56,6.877051,58.150732
56,6.802832,58.154541
56,6.731445,58.068311
56,6.590527,58.097314
56,6.555078,58.123437
56,6.69248,58.224023
56,6.659863,58.262744
56,6.389063,58.267969
56,6.054688,58.375146
56,5.706836,58.523633
56,5.517285,58.726514
56,5.555566,58.975195
56,5.612207,59.012891
56,6.099023,58.870264
56,6.363281,59.000928
56,6.099414,58.951953
56,5.88916,59.060498
56,5.88916,59.097949
56,5.968555,59.186133
56,5.951855,59.299072
56,6.403906,59.560986
56,5.845215,59.353467
56,5.564063,59.291211
56,5.362305,59.166357
56,5.173242,59.162549
56,5.131641,59.226465
56,5.185059,59.453662
56,5.304883,59.642578
56,5.403516,59.655762
56,5.472461,59.713086
56,5.772168,59.660938
56,5.867285,59.733984
56,6.216602,59.818359
56,5.833984,59.794678
56,5.763477,59.80791
56,5.730469,59.863086
56,6.069922,60.083496
56,6.140527,60.233496
56,6.518066,60.407568
56,6.573633,60.360596
56,6.526855,60.15293
56,6.719922,60.418164
56,6.995703,60.511963
56,6.346973,60.419092
56,6.15332,60.34624
56,5.904395,60.150635
56,5.876563,60.07002
56,5.698828,60.01001
56,5.494531,59.825586
56,5.145801,59.638818
56,5.104883,59.731689
56,5.119238,59.833691
56,5.219531,59.97876
56,5.174414,60.045703
56,5.205664,60.087939
56,5.494531,60.070312
56,5.688574,60.123193
56,5.28584,60.205713
56,5.183594,60.308398
56,5.137109,60.445605
56,5.64834,60.687988
56,5.244043,60.56958
56,5.11582,60.635986
56,5.049121,60.70752
56,5.008594,61.038184
56,5.09541,61.071338
56,5.505273,61.056104
56,5.983984,61.117334
56,6.417969,61.084277
56,6.777832,61.142432
56,6.97207,61.055957
56,6.980566,60.994141
56,7.038672,60.95293
56,7.07793,60.966309
56,7.040137,61.091162
56,7.604492,61.210547
56,7.403906,61.222168
56,7.346582,61.300586
56,7.442578,61.434619
56,7.331152,61.372021
56,7.27627,61.283936
56,7.275977,61.180957
56,7.173535,61.165967
56,6.657031,61.206592
56,6.610254,61.229102
56,6.599902,61.289648
56,6.492578,61.15459
56,6.383496,61.133887
56,6.08252,61.167285
56,5.646777,61.147607
56,5.45127,61.102344
56,5.106738,61.187549
56,5.02168,61.250586
56,5.002734,61.433594
56,5.338672,61.485498
56,5.167578,61.543359
56,4.927832,61.710693
56,4.930078,61.87832
56,5.465332,61.896924
56,6.01582,61.7875
56,6.466699,61.807422
56,6.730762,61.869775
56,6.131152,61.852441
56,5.473047,61.945605
56,5.266895,61.935596
56,5.15957,61.956982
56,5.096484,62.02666
56,5.143164,62.159912
56,5.240918,62.188672
56,5.357715,62.151709
56,5.533301,62.310889
56,5.718164,62.378906
56,5.908301,62.416016
56,6.083496,62.349609
56,6.208984,62.352783
56,6.580078,62.407275
56,6.692383,62.468066
56,6.136133,62.407471
56,6.118457,62.447168
56,6.35293,62.611133
56,6.961133,62.626758
56,7.570117,62.548193
56,7.690723,62.585596
56,7.527441,62.610303
56,7.538379,62.67207
56,8.095508,62.731836
56,8.045508,62.77124
56,7.408398,62.711768
56,7.24209,62.752344
56,6.734961,62.720703
56,6.94043,62.930469
56,7.25399578480761,63
56,8.20593100622257,63
56,8.623145,62.84624
56,8.40920872767771,63
56,12.2172358795824,63
57,4.958691,61.08457
57,4.799023,61.082715
57,4.824414,61.178223
57,4.91543,61.199365
57,4.973242,61.148242
57,4.958691,61.08457
58,5.089063,60.18877
58,4.996973,60.197754
58,4.955566,60.243311
58,4.930078,60.412061
58,4.957227,60.447266
58,5.050195,60.388965
58,5.089063,60.18877
59,5.993945,50.750439
59,5.693652,50.774658
59,5.639453,50.843604
59,5.75,50.950244
59,5.818262,51.086426
59,5.796484,51.153076
59,5.608789,51.198437
59,5.476855,51.285059
59,5.21416,51.278955
59,5.099902,51.346484
59,5.030957,51.469092
59,4.943945,51.407764
59,4.848047,51.403271
59,4.755664,51.491113
59,4.633984,51.421729
59,4.503418,51.474707
59,4.384766,51.427588
59,4.404004,51.36709
59,4.37373,51.356006
59,4.006543,51.443213
59,3.821875,51.409375
59,3.586914,51.453906
59,3.448926,51.540771
59,3.548633,51.589111
59,3.743945,51.596045
59,3.886035,51.574219
59,4.141309,51.455762
59,4.274121,51.471631
59,4.004785,51.59585
59,4.182617,51.610303
59,3.946875,51.810547
59,4.084863,51.994092
59,4.208789,52.058984
59,4.482813,52.30918
59,4.562109,52.442578
59,4.67832,52.809766
59,4.76875,52.941309
59,4.887988,52.90835
59,5.06123,52.960645
59,5.358398,53.096484
59,5.532031,53.268701
59,6.062207,53.40708
59,6.816211,53.441162
59,6.968164,53.327295
59,7.197266,53.282275
59,7.189941,52.999512
59,7.033008,52.651367
59,6.710742,52.617871
59,6.691602,52.530176
59,6.748828,52.464014
59,6.968164,52.444092
59,7.035156,52.380225
59,6.977246,52.205518
59,6.724512,52.080225
59,6.715625,52.036182
59,6.800391,51.967383
59,6.741797,51.910889
59,6.517578,51.853955
59,6.355664,51.824658
59,6.166504,51.880762
59,5.94873,51.802686
59,6.198828,51.45
59,6.075879,51.224121
59,6.12998,51.147412
59,5.85752,51.030127
59,6.048438,50.904883
59,5.993945,50.750439
60,4.211426,51.34873
60,3.902051,51.207666
60,3.580273,51.286182
60,3.43252,51.245752
60,3.350098,51.377686
60,3.589453,51.399414
60,3.883398,51.354492
60,4.011035,51.395947
60,4.111523,51.360645
60,4.226172,51.386475
60,4.211426,51.34873
61,6.193262,53.476807
61,6.159277,53.483936
61,6.333398,53.510742
61,6.193262,53.476807
62,5.732031,53.442627
62,5.654297,53.466504
62,5.929297,53.458838
62,5.732031,53.442627
63,4.92373,53.23457
63,5.027051,53.310205
63,5.108594,53.308008
63,4.92373,53.23457
64,5.325781,53.385742
64,5.190234,53.391797
64,5.582617,53.438086
64,5.325781,53.385742
65,4.787109,52.999805
65,4.70918,53.036035
65,4.886426,53.183301
65,4.886133,53.070703
65,4.787109,52.999805
66,3.949121,51.739453
66,4.075098,51.648779
66,3.950977,51.627051
66,3.819043,51.693994
66,3.731836,51.678223
66,3.698535,51.729687
66,3.949121,51.739453
67,6.64209,53.579199
67,6.668555,53.605664
67,6.800879,53.625488
67,6.734766,53.58252
67,6.64209,53.579199
68,-2.190771,35.029785
68,-1.795605,34.751904
68,-1.849658,34.607324
68,-1.733301,34.467041
68,-1.791797,34.36792
68,-1.706934,34.176074
68,-1.714111,33.781836
68,-1.63125,33.566748
68,-1.679199,33.318652
68,-1.5354396625414,33
68,-8.76466937517201,33
68,-8.596289,33.187158
68,-8.301172,33.374365
68,-7.562354,33.640283
68,-6.900977,33.969043
68,-6.755762,34.13291
68,-6.353125,34.776074
68,-5.924805,35.785791
68,-5.622852,35.828906
68,-5.397363,35.929883
68,-5.277832,35.902734
